Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Average,Customer_Segment,Risk_Score,Risk_Level,Recommended_Action
13901.0,72,15,5676.34,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
13902.0,632,5,34095.26,1,4,5,10,3.3333333333333335,At Risk,45.0,Medium Risk,Customer Engagement Campaign
13903.0,400,1,165.45000000000002,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
13904.0,37,2,332.64,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
13905.0,733,1,312.65,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13906.0,409,1,42.0,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
13907.0,692,1,136.8,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13908.0,80,4,2369.55,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
13909.0,423,2,282.85,1,2,1,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13911.0,57,20,4234.99,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13912.0,424,1,124.95,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13913.0,507,1,42.22,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13914.0,12,2,626.45,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
13915.0,394,1,70.80000000000001,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
13916.0,464,4,1275.81,1,3,4,8,2.6666666666666665,At Risk,55.0,Medium Risk,Customer Engagement Campaign
13917.0,50,2,272.04,4,2,1,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
13918.0,50,2,1212.8400000000001,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
13919.0,59,4,1360.68,4,3,4,11,3.6666666666666665,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
13920.0,432,4,1774.68,1,3,4,8,2.6666666666666665,At Risk,55.0,Medium Risk,Customer Engagement Campaign
13921.0,402,4,730.7,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
13922.0,352,3,865.2,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
13923.0,54,1,351.13,4,1,2,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
13924.0,2,6,1838.8500000000001,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13925.0,93,4,678.25,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
13926.0,23,1,223.85000000000002,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
13927.0,75,2,708.26,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
13928.0,11,4,464.57,5,3,2,10,3.3333333333333335,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
13929.0,169,11,3494.1,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
13930.0,58,2,337.34,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
13931.0,96,11,5257.38,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
13932.0,295,1,307.4,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
13933.0,109,2,608.7900000000001,3,2,2,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
13934.0,264,1,922.1,2,1,3,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
13935.0,597,3,6116.92,1,3,5,9,3.0,At Risk,50.0,Medium Risk,Customer Engagement Campaign
13936.0,180,3,939.66,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
13937.0,169,2,880.13,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
13938.0,35,1,71.66,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
13939.0,23,7,1560.96,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
13940.0,17,4,839.14,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
13941.0,22,15,10027.18,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13942.0,535,1,320.0,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13943.0,578,1,246.54,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13944.0,653,1,200.43,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13945.0,395,2,854.15,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
13946.0,79,6,1876.23,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
13947.0,65,1,90.6,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
13948.0,361,4,548.76,2,3,2,7,2.3333333333333335,At Risk,55.0,Medium Risk,Customer Engagement Campaign
13949.0,3,6,2427.32,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13950.0,11,4,745.06,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
13951.0,176,3,674.45,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
13952.0,218,14,12823.521,2,5,5,12,4.0,At Risk,30.0,Low Risk,Loyalty / Upsell Campaign
13953.0,7,12,6640.68,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
13954.0,2,2,439.92,5,2,2,9,3.0,New / Promising,30.0,Low Risk,Loyalty / Upsell Campaign
13955.0,154,3,544.0699999999999,3,3,2,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
13956.0,5,5,1019.27,5,4,3,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
13957.0,418,3,458.25,1,3,2,6,2.0,At Risk,65.0,High Risk,Win-Back Campaign
13958.0,380,8,4709.2300000000005,2,4,5,11,3.6666666666666665,At Risk,35.0,Medium Risk,Customer Engagement Campaign
13959.0,79,6,1064.77,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
13960.0,21,2,230.22,4,2,1,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
13961.0,392,1,538.4,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
13962.0,22,3,362.8,4,3,2,9,3.0,Loyal Customers,35.0,Medium Risk,Customer Engagement Campaign
13963.0,308,17,2860.57,2,5,4,11,3.6666666666666665,At Risk,35.0,Medium Risk,Customer Engagement Campaign
13964.0,387,2,438.9,2,2,2,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
13965.0,477,3,996.61,1,3,3,7,2.3333333333333335,At Risk,60.0,High Risk,Win-Back Campaign
13966.0,435,1,384.26,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13967.0,146,2,166.3,3,2,1,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
13968.0,423,1,123.66,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
13969.0,7,35,12973.460000000001,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
13970.0,386,2,846.55,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
13971.0,19,14,4667.57,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
13972.0,71,2,190.25,3,2,1,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
13973.0,287,1,264.7,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
13974.0,49,2,677.72,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
13975.0,31,12,5256.4,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13976.0,207,4,1192.36,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
13977.0,411,1,519.8100000000001,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13978.0,15,2,196.79000000000002,5,2,1,8,2.6666666666666665,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
13979.0,73,7,3379.93,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
13980.0,60,5,768.82,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
13981.0,416,1,331.14,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
13982.0,39,9,3954.29,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13983.0,30,21,6753.89,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13984.0,27,12,1893.8,4,5,4,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
13985.0,4,22,10020.86,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
13986.0,17,1,320.46,5,1,2,8,2.6666666666666665,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
13987.0,380,2,682.54,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
13988.0,20,8,4757.8,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
13989.0,66,5,2026.06,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
13990.0,213,1,311.3,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
13991.0,12,6,852.88,5,4,3,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
13992.0,30,3,219.5,4,3,1,8,2.6666666666666665,Loyal Customers,40.0,Medium Risk,Customer Engagement Campaign
13993.0,43,19,6775.71,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13994.0,4,6,2274.14,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
13995.0,15,14,3902.01,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
13996.0,386,2,895.76,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
13997.0,519,3,376.46,1,3,2,6,2.0,At Risk,65.0,High Risk,Win-Back Campaign
13998.0,447,3,566.7,1,3,2,6,2.0,At Risk,65.0,High Risk,Win-Back Campaign
13999.0,10,29,9502.26,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14000.0,211,5,2046.3400000000001,2,4,4,10,3.3333333333333335,At Risk,40.0,Medium Risk,Customer Engagement Campaign
14001.0,46,9,4228.85,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14002.0,134,2,529.73,3,2,2,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
14003.0,733,1,209.41,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14004.0,43,11,6258.45,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14005.0,10,5,2874.72,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14006.0,116,7,2196.67,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
14007.0,513,1,79.48,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14008.0,432,1,509.04,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14009.0,198,3,1099.91,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
14010.0,565,2,445.15,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
14011.0,480,2,457.82,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
14012.0,278,1,328.8,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
14013.0,110,5,1084.57,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
14014.0,77,3,1948.21,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
14015.0,53,1,917.34,4,1,3,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
14016.0,162,11,11403.41,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
14017.0,571,1,229.75,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14018.0,645,1,367.15000000000003,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14019.0,47,3,1421.61,4,3,4,11,3.6666666666666665,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
14020.0,17,4,1249.01,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
14021.0,155,7,1716.58,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
14022.0,225,2,792.15,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
14023.0,7,2,584.07,5,2,2,9,3.0,New / Promising,30.0,Low Risk,Loyalty / Upsell Campaign
14024.0,122,3,645.74,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
14025.0,465,8,4057.9,1,4,5,10,3.3333333333333335,At Risk,45.0,Medium Risk,Customer Engagement Campaign
14026.0,471,2,713.11,1,2,3,6,2.0,Lost Customers,65.0,High Risk,Win-Back Campaign
14027.0,61,1,104.82,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14028.0,550,3,10396.5,1,3,5,9,3.0,At Risk,50.0,Medium Risk,Customer Engagement Campaign
14029.0,63,2,467.66,3,2,2,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
14030.0,18,20,7521.8,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14031.0,7,44,39019.51,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14032.0,2,16,4546.41,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14033.0,555,1,109.44,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14034.0,22,3,648.89,4,3,3,10,3.3333333333333335,Loyal Customers,30.0,Low Risk,Loyalty / Upsell Campaign
14035.0,29,9,2794.75,4,5,4,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
14036.0,285,1,626.65,2,1,3,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
14037.0,176,6,836.95,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
14038.0,78,5,3069.88,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
14039.0,33,2,267.28000000000003,4,2,1,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
14040.0,41,35,12523.81,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14041.0,266,1,141.41,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
14042.0,725,1,431.98,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14043.0,491,2,302.6,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
14044.0,27,10,3077.7,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14045.0,109,16,10986.63,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
14046.0,284,1,154.99,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
14047.0,9,14,3968.11,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14048.0,305,3,748.69,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
14049.0,17,13,13023.4,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14050.0,32,2,746.36,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
14051.0,1,37,21770.98,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14052.0,20,2,466.66,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
14053.0,124,4,572.3,3,3,2,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
14054.0,65,1,92.46,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14055.0,106,3,1520.96,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
14056.0,1,23,8152.71,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14057.0,24,22,8346.66,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14058.0,463,2,469.19,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
14059.0,267,1,183.6,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
14060.0,5,30,8898.24,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14061.0,507,3,917.4300000000001,1,3,3,7,2.3333333333333335,At Risk,60.0,High Risk,Win-Back Campaign
14062.0,10,24,25585.65,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14063.0,438,9,22710.2,1,5,5,11,3.6666666666666665,At Risk,40.0,Medium Risk,Customer Engagement Campaign
14064.0,29,15,3260.24,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14065.0,389,3,891.02,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
14066.0,267,1,152.55,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
14067.0,64,2,374.7,3,2,2,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
14068.0,320,4,1516.72,2,3,4,9,3.0,At Risk,45.0,Medium Risk,Customer Engagement Campaign
14069.0,515,2,225.81,1,2,1,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14070.0,685,1,321.6,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14071.0,4,8,1437.57,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14072.0,667,1,390.85,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14073.0,32,1,151.04,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
14074.0,623,1,219.39999999999998,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14075.0,5,6,1734.87,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14076.0,129,1,118.67,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14077.0,41,6,615.0799999999999,4,4,3,11,3.6666666666666665,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
14078.0,102,9,1553.47,3,5,4,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
14079.0,125,2,618.73,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
14080.0,33,5,1115.68,4,4,3,11,3.6666666666666665,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
14081.0,302,10,4867.57,2,5,5,12,4.0,At Risk,30.0,Low Risk,Loyalty / Upsell Campaign
14082.0,365,2,413.36,2,2,2,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
14083.0,4,11,1082.19,5,5,3,13,4.333333333333333,Loyal Customers,10.0,Low Risk,Loyalty / Upsell Campaign
14084.0,512,1,150.5,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14085.0,2,33,9720.67,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14086.0,463,1,39.95,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14087.0,3,3,829.47,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
14088.0,10,16,64036.8,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14089.0,57,1,158.75,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
14090.0,325,1,76.32000000000001,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
14091.0,654,2,9530.08,1,2,5,8,2.6666666666666665,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
14092.0,8,24,7229.45,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14093.0,12,1,433.86,5,1,2,8,2.6666666666666665,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
14094.0,440,1,311.77,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14095.0,723,1,2.95,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14096.0,4,17,65164.79,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14097.0,481,2,422.85999999999996,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
14098.0,37,1,147.35,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
14099.0,16,20,5750.91,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14100.0,138,1,191.95000000000002,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14101.0,74,13,9961.93,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
14102.0,5,5,1105.8799999999999,5,4,3,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
14104.0,155,5,743.53,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
14105.0,239,5,5988.83,2,4,5,11,3.6666666666666665,At Risk,35.0,Medium Risk,Customer Engagement Campaign
14106.0,737,1,214.79999999999998,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14107.0,52,11,4877.3,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14108.0,31,4,1044.96,4,3,3,10,3.3333333333333335,Loyal Customers,30.0,Low Risk,Loyalty / Upsell Campaign
14109.0,73,1,144.2,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14110.0,4,33,12987.95,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14111.0,14,4,692.85,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
14112.0,23,13,5834.59,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
14113.0,4,16,7092.610000000001,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14114.0,274,7,1364.09,2,4,4,10,3.3333333333333335,At Risk,40.0,Medium Risk,Customer Engagement Campaign
14115.0,502,2,622.6700000000001,1,2,3,6,2.0,Lost Customers,65.0,High Risk,Win-Back Campaign
14116.0,20,5,1382.74,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
14117.0,144,1,90.0,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
14118.0,429,1,458.45,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14119.0,376,2,183.37,2,2,1,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
14121.0,4,4,2780.15,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
14122.0,406,3,362.42,2,3,2,7,2.3333333333333335,At Risk,55.0,Medium Risk,Customer Engagement Campaign
14123.0,733,1,436.18,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14124.0,84,1,419.58000000000004,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
14125.0,11,3,2720.63,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
14126.0,8,4,1172.46,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
14127.0,123,6,1900.0800000000002,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
14128.0,61,3,924.21,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
14129.0,2,9,2591.34,5,5,4,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
14130.0,319,4,1858.77,2,3,4,9,3.0,At Risk,45.0,Medium Risk,Customer Engagement Campaign
14131.0,649,1,168.22,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
14132.0,2,11,3586.0299999999997,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14133.0,130,4,911.14,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
14134.0,383,15,11123.35,2,5,5,12,4.0,At Risk,30.0,Low Risk,Loyalty / Upsell Campaign
14135.0,2,24,8839.67,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
14136.0,401,5,1570.81,2,4,4,10,3.3333333333333335,At Risk,40.0,Medium Risk,Customer Engagement Campaign
14137.0,696,1,332.7,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
14138.0,2,2,965.8800000000001,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
14139.0,46,4,1086.8,4,3,3,10,3.3333333333333335,Loyal Customers,30.0,Low Risk,Loyalty / Upsell Campaign
14140.0,4,2,935.05,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
14141.0,3,4,915.13,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
14142.0,373,2,671.34,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
