Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Average,Customer_Segment,Recency_Risk,Frequency_Risk,Monetary_Risk,Risk_Score,Risk_Level
13326.0,432,1,281.76,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14207.0,688,1,157.8,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14190.0,666,1,79.9,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14187.0,474,1,123.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14153.0,483,1,233.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14144.0,486,1,30.599999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14131.0,649,1,168.22,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14106.0,737,1,214.79999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14095.0,723,1,2.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14086.0,463,1,39.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14084.0,512,1,150.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14074.0,623,1,219.39999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14033.0,555,1,109.44,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14017.0,571,1,229.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14007.0,513,1,79.48,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14003.0,733,1,209.41,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13392.0,677,1,91.14,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13387.0,417,1,186.94,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13380.0,433,1,62.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13968.0,423,1,123.66,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13944.0,653,1,200.43,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13943.0,578,1,246.54,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13913.0,507,1,42.22,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13912.0,424,1,124.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13907.0,692,1,136.8,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13852.0,611,1,187.35000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13839.0,486,1,139.95000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13830.0,582,1,156.85000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13829.0,421,1,102.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13818.0,430,1,61.28,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13794.0,547,1,126.03,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13793.0,647,1,96.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13788.0,505,1,3.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13779.0,516,1,161.13,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13766.0,495,1,190.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13757.0,675,1,195.55,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13469.0,653,1,82.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13454.0,641,1,219.87,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13445.0,626,1,241.89999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13438.0,547,1,46.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13423.0,429,1,217.03,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13746.0,414,1,176.69,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13724.0,637,1,213.01,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13714.0,465,1,161.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13702.0,446,1,135.18,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13701.0,447,1,161.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13683.0,458,1,258.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13674.0,433,1,240.68,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13653.0,488,1,152.2,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13511.0,677,1,282.76,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13490.0,654,1,154.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13620.0,528,1,112.34,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13609.0,593,1,167.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13608.0,541,1,232.05,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13586.0,541,1,127.28,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12416.0,657,1,202.56,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12404.0,682,1,63.24,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12400.0,414,1,205.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12392.0,591,1,234.75000000000003,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12387.0,415,1,143.94,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
18197.0,576,1,230.1,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13574.0,411,1,404.45,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17260.0,411,1,120.95,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18234.0,552,1,179.6,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18238.0,515,1,270.92,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18254.0,581,1,267.9,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18175.0,676,1,176.1,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18166.0,624,1,175.5,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15718.0,540,1,293.79,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13640.0,611,1,405.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13498.0,730,1,327.38,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13530.0,634,1,402.97999999999996,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16731.0,648,1,170.3,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16733.0,530,1,259.68,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12495.0,641,1,357.4,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
18279.0,519,1,231.33999999999997,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16673.0,679,1,171.13,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15735.0,421,1,327.68,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15662.0,661,2,283.73,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12819.0,458,1,540.52,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17215.0,464,1,186.15,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12899.0,414,1,366.4,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17261.0,510,1,221.59,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17264.0,424,1,268.28,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17271.0,736,1,204.3,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15588.0,678,1,579.6,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13676.0,539,2,243.9,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13688.0,635,1,375.5,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
18103.0,549,1,105.8,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18267.0,673,1,269.37,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13553.0,675,1,499.6,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13556.0,429,2,200.82,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18124.0,472,1,102.65,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13625.0,597,1,301.26,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13628.0,676,1,310.14,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13424.0,450,1,572.77,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13457.0,689,2,148.22,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13661.0,603,1,325.24,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16649.0,520,1,306.58000000000004,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16663.0,729,1,165.0,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16664.0,569,1,109.2,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16615.0,626,1,291.5,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15595.0,488,1,357.6,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15613.0,610,1,433.71999999999997,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15616.0,438,1,317.11,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15631.0,642,1,596.67,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12850.0,446,1,330.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15702.0,476,2,140.39000000000001,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15770.0,613,1,321.45,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15778.0,431,1,307.95,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15779.0,463,2,124.08000000000001,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15816.0,542,2,144.14999999999998,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15818.0,588,1,340.5,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16819.0,465,2,182.59,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18046.0,650,1,189.63,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13765.0,653,1,352.821,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13796.0,499,1,289.7,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16822.0,686,1,181.39,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16831.0,565,1,91.8,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18107.0,442,1,165.88,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18115.0,698,1,9.700000000000001,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15564.0,463,2,70.74000000000001,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17304.0,534,1,111.5,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12900.0,422,1,340.33,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15459.0,417,2,202.82999999999998,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15477.0,650,1,368.4,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15451.0,434,2,226.86,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15741.0,458,2,208.62,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15765.0,667,1,370.63,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15391.0,584,1,289.87,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15401.0,452,2,216.95000000000002,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15403.0,492,2,170.88,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12460.0,456,1,326.65,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13847.0,720,1,310.72,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13861.0,429,2,273.26,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13879.0,646,1,395.5,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
18012.0,723,1,115.3,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16741.0,625,1,173.06,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16760.0,430,1,228.0,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12859.0,459,1,575.1,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12869.0,682,1,337.66999999999996,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17273.0,424,1,141.12,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17280.0,438,1,118.85999999999999,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17177.0,505,1,119.5,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17192.0,536,1,75.28,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18000.0,564,1,124.25,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13896.0,626,1,388.55,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13905.0,733,1,312.65,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13909.0,423,2,282.85,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13942.0,535,1,320.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13825.0,622,2,255.59,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13383.0,544,1,305.28000000000003,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12443.0,732,1,485.31,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12459.0,605,1,454.36,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17199.0,582,1,135.04000000000002,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17202.0,421,1,160.65,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17316.0,420,1,124.45,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17318.0,725,1,157.32999999999998,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15378.0,463,2,246.5,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15387.0,492,1,468.65,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12760.0,456,1,347.8,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12946.0,437,1,324.45,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17971.0,548,1,161.94,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17981.0,411,1,239.12,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17982.0,681,1,138.18,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16541.0,735,1,424.03,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16543.0,592,1,292.21,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16577.0,667,1,380.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16579.0,426,1,295.05,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
18020.0,544,1,190.48000000000002,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18028.0,583,1,192.05,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
18038.0,556,1,141.48,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17993.0,617,1,225.99,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15337.0,411,1,373.02,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15282.0,570,1,348.59,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15302.0,730,1,308.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12777.0,458,1,519.45,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12780.0,599,1,337.4,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12941.0,724,1,377.49,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17319.0,669,1,29.1,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
14008.0,432,1,509.04,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14018.0,645,1,367.15000000000003,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14042.0,725,1,431.98,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13966.0,435,1,384.26,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13400.0,583,1,310.83,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13412.0,620,1,487.34999999999997,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17959.0,592,1,140.75,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17328.0,673,1,104.7,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17336.0,472,1,81.12,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17352.0,696,1,36.25,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17390.0,421,1,149.3,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15884.0,432,2,244.60000000000002,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15893.0,482,1,305.28000000000003,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15941.0,637,1,405.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15943.0,650,2,271.28999999999996,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
12796.0,628,1,381.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15859.0,432,1,438.46,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17395.0,508,1,97.5,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
14069.0,515,2,225.81,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
14070.0,685,1,321.6,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14072.0,667,1,390.85,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14094.0,440,1,311.77,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
13981.0,416,1,331.14,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16886.0,456,1,134.0,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16845.0,618,1,253.88,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16867.0,690,1,76.74000000000001,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17401.0,541,1,114.85,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15217.0,563,1,426.24,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15242.0,422,1,302.04,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15188.0,725,1,310.43,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15200.0,495,1,549.05,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12973.0,414,1,385.55,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12979.0,729,1,517.7,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12983.0,598,1,490.08000000000004,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16492.0,541,1,385.56,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16502.0,620,2,258.55,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
14166.0,505,2,251.15,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17909.0,737,1,110.05,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
13977.0,411,1,519.8100000000001,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17944.0,423,1,74.99,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17953.0,540,1,159.17000000000002,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
17417.0,549,1,164.18,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15928.0,656,1,293.53,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15929.0,644,1,594.0,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15029.0,620,1,365.1,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
17938.0,420,1,144.29,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
14197.0,411,1,390.05,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14200.0,617,1,379.2,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14244.0,661,1,366.41999999999996,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14254.0,433,1,601.03,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14118.0,429,1,458.45,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14123.0,733,1,436.18,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14137.0,696,1,332.7,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
16896.0,555,1,103.95,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16901.0,729,1,204.26,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
16487.0,577,2,209.4,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
15162.0,731,1,312.9,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15085.0,730,1,347.54,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15962.0,449,1,289.48,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
15966.0,451,1,426.53000000000003,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
12698.0,590,1,339.75,1,1,2,4,1.3333333333333333,Lost Customers,0.8,0.8,0.6,75.0,High Risk
14183.0,411,2,278.34000000000003,1,2,1,4,1.3333333333333333,Lost Customers,0.8,0.6,0.8,75.0,High Risk
